,exchange,combo,pom,eod
0,NSE,"['CNXAUTO', 'CNXCMDT', 'CNXENERGY', 'CNXINFRA']",0.7435897435897436,0.8461538461538461
0,NSE,"['CNXAUTO', 'CNXCMDT', 'CNXENERGY', 'CNXIT']",0.782051282051282,0.7692307692307693
0,NSE,"['CNXAUTO', 'CNXCMDT', 'CNXENERGY', 'CNXMEDIA']",0.7435897435897436,0.7948717948717948
0,NSE,"['CNXAUTO', 'CNXCMDT', 'CNXENERGY', 'CNXREALTY']",0.7948717948717948,0.7948717948717948
0,NSE,"['CNXAUTO', 'CNXCMDT', 'CNXENERGY', 'NSEBANK']",0.810126582278481,0.7848101265822784
0,NSE,"['CNXAUTO', 'CNXCMDT', 'CNXFMCG', 'CNXINFRA']",0.7692307692307693,0.8205128205128205
0,NSE,"['CNXAUTO', 'CNXCMDT', 'CNXFMCG', 'CNXIT']",0.7948717948717948,0.782051282051282
0,NSE,"['CNXAUTO', 'CNXCMDT', 'CNXFMCG', 'CNXMEDIA']",0.8076923076923077,0.8205128205128205
0,NSE,"['CNXAUTO', 'CNXCMDT', 'CNXFMCG', 'CNXREALTY']",0.8076923076923077,0.8205128205128205
0,NSE,"['CNXAUTO', 'CNXCMDT', 'CNXFMCG', 'NSEBANK']",0.810126582278481,0.7974683544303798
0,NSE,"['CNXAUTO', 'CNXCMDT', 'CNXINFRA', 'CNXIT']",0.7948717948717948,0.6666666666666666
0,NSE,"['CNXAUTO', 'CNXCMDT', 'CNXINFRA', 'CNXMEDIA']",0.782051282051282,0.8333333333333334
0,NSE,"['CNXAUTO', 'CNXCMDT', 'CNXINFRA', 'CNXREALTY']",0.782051282051282,0.8333333333333334
0,NSE,"['CNXAUTO', 'CNXCMDT', 'CNXINFRA', 'NSEBANK']",0.7974683544303798,0.7721518987341772
0,NSE,"['CNXAUTO', 'CNXCMDT', 'CNXIT', 'CNXMEDIA']",0.8076923076923077,0.8205128205128205
0,NSE,"['CNXAUTO', 'CNXCMDT', 'CNXIT', 'CNXREALTY']",0.8076923076923077,0.8205128205128205
0,NSE,"['CNXAUTO', 'CNXCMDT', 'CNXIT', 'NSEBANK']",0.7468354430379747,0.6835443037974683
0,NSE,"['CNXAUTO', 'CNXCMDT', 'CNXMEDIA', 'CNXREALTY']",0.8076923076923077,0.8205128205128205
0,NSE,"['CNXAUTO', 'CNXCMDT', 'CNXMEDIA', 'NSEBANK']",0.810126582278481,0.810126582278481
